trip_id,trip_property_id,value
68163266,trip_type,supplemental
68163298,note,Does not run during school vacation
68163298,trip_type,supplemental
68163903,note,Does not run during school vacation
68163903,trip_type,supplemental
68163905,note,Does not run during school vacation
68163905,trip_type,supplemental
68164042,note,Does not run during school vacation
68164042,trip_type,supplemental
68164323,note,Does not run during school vacation
68164323,trip_type,supplemental
68164327,note,Does not run during school vacation
68164327,trip_type,supplemental
68165520,note,Does not run during school vacation
68165520,trip_type,supplemental
68165688,note,Waits at W Broadway @ Broadway Station for last Red Line train
68165688,trip_type,wait
68165731,note,Does not run during school vacation
68165731,trip_type,supplemental
68165735,note,Does not run during school vacation
68165735,trip_type,supplemental
68165808,note,Waits at W Broadway @ Broadway Station for last Red Line train
68165808,trip_type,wait
68165830,note,Does not run during school vacation
68165830,trip_type,supplemental
68165835,note,Does not run during school vacation
68165835,trip_type,supplemental
68166034,note,Does not run during school vacation
68166034,trip_type,supplemental
68166046,note,Does not run during school vacation
68166046,trip_type,supplemental
68166221,note,Waits at Nubian for last Silver Line bus
68166221,trip_type,wait
68166222,note,Waits at Nubian for last Silver Line bus
68166222,trip_type,wait
68166231,note,Does not run during school vacation
68166231,trip_type,supplemental
68166347,note,Does not run during school vacation
68166347,trip_type,supplemental
68166475,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
68166475,trip_type,wait
68166568,note,Waits at Massachusetts Ave opp Holyoke St for last Red Line train
68166568,trip_type,wait
68166681,note,Does not run during school vacation
68166681,trip_type,supplemental
68166683,note,Does not run during school vacation
68166683,trip_type,supplemental
68166685,note,Does not run during school vacation
68166685,trip_type,supplemental
68166694,note,Does not run during school vacation
68166694,trip_type,supplemental
68166701,note,Does not run during school vacation
68166701,trip_type,supplemental
68166804,note,Waits at Tremont St opp Temple Pl for last Red Line and Green Line trains
68166804,trip_type,wait
68166989,note,Does not run during school vacation
68166989,trip_type,supplemental
68167132,note,Waits at Ruggles for last Orange Line train
68167132,trip_type,wait
68167135,note,Waits at Ruggles for last Orange Line train
68167135,trip_type,wait
68167137,note,Waits at Ruggles for last Orange Line train
68167137,trip_type,wait
68167178,note,Does not run during school vacation
68167178,trip_type,supplemental
68167276,note,Does not run during school vacation
68167276,trip_type,supplemental
68167417,note,Does not run during school vacation
68167417,trip_type,supplemental
68167444,note,Does not run during school vacation
68167444,trip_type,supplemental
68167713,note,Waits at Andrew for last Red Line train
68167713,trip_type,wait
68167715,note,Waits at Boylston St @ Dartmouth St for last Green Line train
68167715,trip_type,wait
68167718,note,Waits at Forest Hills for last Orange Line train
68167718,trip_type,wait
68167758,note,Does not run during school vacation
68167758,trip_type,supplemental
68167770,note,Does not run during school vacation
68167770,trip_type,supplemental
68167771,note,Does not run during school vacation
68167771,trip_type,supplemental
68167783,note,Does not run during school vacation
68167783,trip_type,supplemental
68167834,note,Does not run during school vacation
68167834,trip_type,supplemental
68167869,note,Does not run during school vacation
68167869,trip_type,supplemental
68168027,note,Does not run during school vacation
68168027,trip_type,supplemental
68168124,note,Waits at Green St @ Pearl St for last Red Line train
68168124,trip_type,wait
68168229,note,Waits at Ashmont for last Red Line train
68168229,trip_type,wait
68168235,note,Waits at Ruggles for last Orange Line train
68168235,trip_type,wait
68168311,note,Does not run during school vacation
68168311,trip_type,supplemental
68168312,note,Does not run during school vacation
68168312,trip_type,supplemental
68168470,note,Waits at Kenmore for last Green Line train
68168470,trip_type,wait
68232966,note,Waits at South Station for last Red Line train
68232966,trip_type,wait
68233137,note,Waits at Mattapan for last Mattapan Trolley train
68233137,trip_type,wait
68233139,note,Waits at Ruggles for last Orange Line train
68233139,trip_type,wait
68233474,note,Waits at South Station for last Red Line train
68233474,trip_type,wait
68233884,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
68233884,trip_type,wait
68233974,note,Waits at Back Bay for last Orange Line train
68233974,trip_type,wait
68243941,note,Does not run during school vacation
68243941,trip_type,supplemental
68244009,note,Does not run during school vacation
68244009,trip_type,supplemental
68244101,note,Does not run during school vacation
68244101,trip_type,supplemental
68244275,note,Waits at Ruggles for last Orange Line train
68244275,trip_type,wait
68244276,note,Waits at Mattapan for last Mattapan Trolley train
68244276,trip_type,wait
68244368,note,Waits at Back Bay for last Orange Line train
68244368,trip_type,wait
68244830,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
68244830,trip_type,wait
68245347,note,Waits at South Station for last Red Line train
68245347,trip_type,wait
68245411,note,Waits at South Station for last Red Line train
68245411,trip_type,wait
68340993,note,Waits at Wellington for last Orange Line train
68340993,trip_type,wait
68341182,note,Waits at Malden Center for last Orange Line train
68341182,trip_type,wait
68341190,note,Waits at Wellington for last Orange Line train
68341190,trip_type,wait
68341412,note,Waits at Wellington for last Orange Line train
68341412,trip_type,wait
68341473,note,Waits at Harvard for last Red Line train
68341473,trip_type,wait
68342100,note,Waits at Sullivan Square for last Orange Line train
68342100,trip_type,wait
68342202,note,Waits at Sullivan Square for last Orange Line train
68342202,trip_type,wait
68342359,note,Waits at Sullivan Square for last Orange Line train
68342359,trip_type,wait
68342456,note,Waits at Surface Rd @ Hanover St for last Orange Line train
68342456,trip_type,wait
68378768,note,Does not run during school vacation
68378768,trip_type,supplemental
68378804,note,Does not run during school vacation
68378804,trip_type,supplemental
68378850,note,Does not run during school vacation
68378850,trip_type,supplemental
68378984,note,Does not run during school vacation
68378984,trip_type,supplemental
68379013,note,Does not run during school vacation
68379013,trip_type,supplemental
68379022,note,Does not run during school vacation
68379022,trip_type,supplemental
68379039,note,Does not run during school vacation
68379039,trip_type,supplemental
68379058,note,Does not run during school vacation
68379058,trip_type,supplemental
68379087,note,Does not run during school vacation
68379087,trip_type,supplemental
68379088,note,Does not run during school vacation
68379088,trip_type,supplemental
68380047,note,Does not run during school vacation
68380047,trip_type,supplemental
68380072,note,Does not run during school vacation
68380072,trip_type,supplemental
68380073,note,Does not run during school vacation
68380073,trip_type,supplemental
68380698,note,Does not run during school vacation
68380698,trip_type,supplemental
68380699,note,Does not run during school vacation
68380699,trip_type,supplemental
68380700,note,Does not run during school vacation
68380700,trip_type,supplemental
68380759,note,Does not run during school vacation
68380759,trip_type,supplemental
68381755,note,Does not run during school vacation
68381755,trip_type,supplemental
68381769,note,Does not run during school vacation
68381769,trip_type,supplemental
68381888,note,Does not run during school vacation
68381888,trip_type,supplemental
68382096,note,Waits at Harvard for last Red Line train
68382096,trip_type,wait
68382160,note,Waits at Wellington for last Orange Line train
68382160,trip_type,wait
68382182,note,Waits at Malden Center for last Orange Line train
68382182,trip_type,wait
68382316,note,Waits at Wellington for last Orange Line train
68382316,trip_type,wait
68382327,note,Waits at Wellington for last Orange Line train
68382327,trip_type,wait
68382354,note,Does not run during school vacation
68382354,trip_type,supplemental
68382976,note,Does not run during school vacation
68382976,trip_type,supplemental
68383031,note,Waits at Sullivan Square for last Orange Line train
68383031,trip_type,wait
68383386,note,Waits at Surface Rd @ Hanover St for last Orange Line and Green Line trains
68383386,trip_type,wait
68383485,note,Waits at Sullivan Square for last Orange Line train
68383485,trip_type,wait
68383504,note,Does not run during school vacation
68383504,trip_type,supplemental
68383518,note,Does not run during school vacation
68383518,trip_type,supplemental
68383625,note,Does not run during school vacation
68383625,trip_type,supplemental
68383647,note,Waits at Sullivan Square for last Orange Line train
68383647,trip_type,wait
68383677,note,Does not run during school vacation
68383677,trip_type,supplemental
68383683,note,Does not run during school vacation
68383683,trip_type,supplemental
68417330,note,Waits at Harvard for last Red Line train
68417330,trip_type,wait
68417503,note,Waits at Green St @ Magazine St for last Red Line train
68417503,trip_type,wait
68417657,note,Waits at Harvard for last Red Line train
68417657,trip_type,wait
68417659,note,Waits at Harvard for last Red Line train
68417659,trip_type,wait
68417791,note,Waits at Lechmere for last Green Line train
68417791,trip_type,wait
68417885,note,Waits at Magazine St @ Green St for last Red Line train
68417885,trip_type,wait
68417916,note,Waits at Western Ave @ Green St for last Red Line train
68417916,trip_type,wait
68418077,note,Waits at Lechmere for last Green Line train
68418077,trip_type,wait
68418122,note,Waits at Lechmere for last Green Line train
68418122,trip_type,wait
68418334,note,Waits at Lechmere for last Green Line train
68418334,trip_type,wait
68418414,note,Waits at Harvard for last Red Line train
68418414,trip_type,wait
68595385,note,Does not run during school vacation
68595385,trip_type,supplemental
68595400,note,Waits at Harvard for last Red Line train
68595400,trip_type,wait
68595512,note,Waits at Harvard for last Red Line train
68595512,trip_type,wait
68595732,note,Waits at Lechmere for last Green Line train
68595732,trip_type,wait
68595824,note,Does not run during school vacation
68595824,trip_type,supplemental
68595831,note,Waits at Main St @ Kendall Station - Red Line for last Red Line train
68595831,trip_type,wait
68595852,note,Does not run during school vacation
68595852,trip_type,supplemental
68596099,note,Waits at Harvard for last Red Line train
68596099,trip_type,wait
68596267,note,Does not run during school vacation
68596267,trip_type,supplemental
68596304,note,Waits at Lechmere for last Green Line train
68596304,trip_type,wait
68596422,note,Waits at Lechmere for last Green Line train
68596422,trip_type,wait
68596460,note,Waits at Lechmere for last Green Line train
68596460,trip_type,wait
68596715,note,Does not run during school vacation
68596715,trip_type,supplemental
68596779,note,Does not run during school vacation
68596779,trip_type,supplemental
68596905,note,Waits at Western Ave @ Green St for last Red Line train
68596905,trip_type,wait
68596909,note,Does not run during school vacation
68596909,trip_type,supplemental
68597105,note,Waits at Harvard for last Red Line train
68597105,trip_type,wait
68597174,note,Does not run during school vacation
68597174,trip_type,supplemental
68597369,note,Waits at Green St @ Magazine St for last Red Line train
68597369,trip_type,wait
68655291,note,Does not run during school vacation
68655291,trip_type,supplemental
68655292,note,Does not run during school vacation
68655292,trip_type,supplemental
68655295,note,Does not run during school vacation
68655295,trip_type,supplemental
68655296,note,Does not run during school vacation
68655296,trip_type,supplemental
68655339,note,Does not run during school vacation
68655339,trip_type,supplemental
68655342,note,Does not run during school vacation
68655342,trip_type,supplemental
68655343,note,Does not run during school vacation
68655343,trip_type,supplemental
68655362,note,Does not run during school vacation
68655362,trip_type,supplemental
68655395,note,Does not run during school vacation
68655395,trip_type,supplemental
68655396,note,Does not run during school vacation
68655396,trip_type,supplemental
68655397,note,Does not run during school vacation
68655397,trip_type,supplemental
68655429,note,Does not run during school vacation
68655429,trip_type,supplemental
68655525,note,Waits at Congress St @ Haymarket Sta for last Orange Line and Green Line trains
68655525,trip_type,wait
68655526,note,Does not run during school vacation
68655526,trip_type,supplemental
68655527,note,Does not run during school vacation
68655527,trip_type,supplemental
68655582,note,Waits at Maverick for last Blue Line train
68655582,trip_type,wait
68655650,note,Does not run during school vacation
68655650,trip_type,supplemental
68655651,note,Does not run during school vacation
68655651,trip_type,supplemental
68655814,note,Waits at Maverick for last Blue Line train
68655814,trip_type,wait
68656060,note,Waits at Wonderland for last Blue Line train
68656060,trip_type,wait
68656106,note,Does not run during school vacation
68656106,trip_type,supplemental
68656968,note,Waits at Maverick for last Blue Line train
68656968,trip_type,wait
68657102,note,Waits at Wonderland for last Blue Line train
68657102,trip_type,wait
68657197,note,Waits at Maverick for last Blue Line train
68657197,trip_type,wait
68661966,note,Does not run during school vacation
68661966,trip_type,supplemental
68662184,note,Waits at Fields Corner for last Red Line train
68662184,trip_type,wait
68662228,note,Does not run during school vacation
68662228,trip_type,supplemental
68662230,note,Does not run during school vacation
68662230,trip_type,supplemental
68662295,note,Does not run during school vacation
68662295,trip_type,supplemental
68662308,note,Does not run during school vacation
68662308,trip_type,supplemental
68662332,note,Does not run during school vacation
68662332,trip_type,supplemental
68662335,note,Does not run during school vacation
68662335,trip_type,supplemental
68662345,note,Does not run during school vacation
68662345,trip_type,supplemental
68662429,note,Does not run during school vacation
68662429,trip_type,supplemental
68662476,note,Waits at Quincy Center for last Red Line train
68662476,trip_type,wait
68662484,note,Does not run during school vacation
68662484,trip_type,supplemental
68662580,note,Does not run during school vacation
68662580,trip_type,supplemental
68662581,note,Does not run during school vacation
68662581,trip_type,supplemental
68662598,note,Waits at Ashmont for last Red Line train
68662598,trip_type,wait
68662674,note,Does not run during school vacation
68662674,trip_type,supplemental
68664142,note,Waits at Fields Corner for last Red Line train
68664142,trip_type,wait
68664251,note,Waits at Quincy Center for last Red Line train
68664251,trip_type,wait
68688402,note,Waits at Mattapan for last Mattapan Trolley train
68688402,note,Waits at Ashmont for last Red Line train
68688402,trip_type,wait
68688612,note,Waits at Forest Hills for last Orange Line train
68688612,trip_type,wait
68689092,note,Waits at Ashmont for last Red Line train
68689092,trip_type,wait
68689162,note,Does not run during school vacation
68689162,trip_type,supplemental
68689254,note,Does not run during school vacation
68689254,trip_type,supplemental
68689257,note,Does not run during school vacation
68689257,trip_type,supplemental
68689262,note,Does not run during school vacation
68689262,trip_type,supplemental
68689264,note,Does not run during school vacation
68689264,trip_type,supplemental
68689268,note,Does not run during school vacation
68689268,trip_type,supplemental
68689291,note,Does not run during school vacation
68689291,trip_type,supplemental
68689389,note,Does not run during school vacation
68689389,trip_type,supplemental
68689587,note,Waits at Forest Hills for last Orange Line train
68689587,trip_type,wait
68689652,note,Does not run during school vacation
68689652,trip_type,supplemental
68689653,note,Does not run during school vacation
68689653,trip_type,supplemental
68689725,note,Waits at Forest Hills for last Orange Line train
68689725,trip_type,wait
68689829,note,Does not run during school vacation
68689829,trip_type,supplemental
68689889,note,Does not run during school vacation
68689889,trip_type,supplemental
68689923,note,Does not run during school vacation
68689923,trip_type,supplemental
68689928,note,Does not run during school vacation
68689928,trip_type,supplemental
68689931,note,Does not run during school vacation
68689931,trip_type,supplemental
68689953,note,Does not run during school vacation
68689953,trip_type,supplemental
68690007,note,Waits at Forest Hills for last Orange Line train
68690007,trip_type,wait
68690009,note,Does not run during school vacation
68690009,trip_type,supplemental
68690024,note,Does not run during school vacation
68690024,trip_type,supplemental
68690081,note,Does not run during school vacation
68690081,trip_type,supplemental
68690083,note,Does not run during school vacation
68690083,trip_type,supplemental
68690085,note,Does not run during school vacation
68690085,trip_type,supplemental
68690090,note,Does not run during school vacation
68690090,trip_type,supplemental
68701136,note,Waits at Forest Hills for last Orange Line train
68701136,trip_type,wait
68701491,note,Waits at Ashmont for last Red Line train
68701491,note,Waits at Mattapan for last Mattapan Trolley train
68701491,trip_type,wait
68701591,note,Waits at Forest Hills for last Orange Line train
68701591,trip_type,wait
68701781,note,Waits at Forest Hills for last Orange Line train
68701781,trip_type,wait
68702133,note,Waits at Ashmont for last Red Line train
68702133,trip_type,wait
68702162,note,Waits at Forest Hills for last Orange Line train
68702162,trip_type,wait
68720262,note,Waits at Orient Heights for last Blue Line train
68720262,trip_type,wait
68720264,note,Will go to Point Shirley if requested
68720588,note,Waits at Orient Heights for last Blue Line train
68720588,trip_type,wait
68992286,note,Waits at South Station for last Red Line train
68992286,trip_type,wait
68992457,note,Waits at Mattapan for last Mattapan Trolley train
68992457,trip_type,wait
68992459,note,Waits at Ruggles for last Orange Line train
68992459,trip_type,wait
68992794,note,Waits at South Station for last Red Line train
68992794,trip_type,wait
68993182,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
68993182,trip_type,wait
68993272,note,Waits at Back Bay for last Orange Line train
68993272,trip_type,wait
68995144,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
68995144,trip_type,wait
68995279,note,Waits at Mattapan for last Mattapan Trolley train
68995279,trip_type,wait
68995296,note,Waits at Ruggles for last Orange Line train
68995296,trip_type,wait
68995777,note,Waits at Back Bay for last Orange Line train
68995777,trip_type,wait
68995802,note,Waits at South Station for last Red Line train
68995802,trip_type,wait
68996111,note,Waits at South Station for last Red Line train
68996111,trip_type,wait
69108550,note,Does not run during school vacation
69108550,trip_type,supplemental
69108618,note,Does not run during school vacation
69108618,trip_type,supplemental
69108710,note,Does not run during school vacation
69108710,trip_type,supplemental
69108884,note,Waits at Ruggles for last Orange Line train
69108884,trip_type,wait
69108885,note,Waits at Mattapan for last Mattapan Trolley train
69108885,trip_type,wait
69108977,note,Waits at Back Bay for last Orange Line train
69108977,trip_type,wait
69109436,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
69109436,trip_type,wait
69109954,note,Waits at South Station for last Red Line train
69109954,trip_type,wait
69110016,note,Waits at South Station for last Red Line train
69110016,trip_type,wait
69110873,note,Waits at Ruggles for last Orange Line train
69110873,trip_type,wait
69110874,note,Waits at Mattapan for last Mattapan Trolley train
69110874,trip_type,wait
69110964,note,Waits at Back Bay for last Orange Line train
69110964,trip_type,wait
69111419,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
69111419,trip_type,wait
69111936,note,Waits at South Station for last Red Line train
69111936,trip_type,wait
69111999,note,Waits at South Station for last Red Line train
69111999,trip_type,wait
69114387,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
69114387,trip_type,wait
69114522,note,Waits at Mattapan for last Mattapan Trolley train
69114522,trip_type,wait
69114540,note,Waits at Ruggles for last Orange Line train
69114540,trip_type,wait
69115021,note,Waits at Back Bay for last Orange Line train
69115021,trip_type,wait
69115063,note,Waits at South Station for last Red Line train
69115063,trip_type,wait
69115415,note,Waits at South Station for last Red Line train
69115415,trip_type,wait
69331880,note,Waits at Ashmont for last Red Line train
69331880,trip_type,wait
69332242,note,Waits at Ashmont for last Red Line train
69332242,trip_type,wait
69332433,note,Waits at Ashmont for last Red Line train
69332433,trip_type,wait
69332669,note,Waits at Ashmont for last Red Line train
69332669,trip_type,wait
69360711,note,Does not run during school vacation
69360711,trip_type,supplemental
69360736,note,Waits at Lechmere for last Green Line train
69360736,trip_type,wait
69360828,note,Does not run during school vacation
69360828,trip_type,supplemental
69360836,note,Waits at Main St @ Kendall Station - Red Line for last Red Line train
69360836,trip_type,wait
69360856,note,Does not run during school vacation
69360856,trip_type,supplemental
69361078,note,Waits at Harvard for last Red Line train
69361078,trip_type,wait
69361242,note,Does not run during school vacation
69361242,trip_type,supplemental
69361279,note,Waits at Lechmere for last Green Line train
69361279,trip_type,wait
69361397,note,Waits at Lechmere for last Green Line train
69361397,trip_type,wait
69361435,note,Waits at Lechmere for last Green Line train
69361435,trip_type,wait
69361690,note,Does not run during school vacation
69361690,trip_type,supplemental
69361753,note,Does not run during school vacation
69361753,trip_type,supplemental
69361875,note,Waits at Western Ave @ Green St for last Red Line train
69361875,trip_type,wait
69361879,note,Does not run during school vacation
69361879,trip_type,supplemental
69362040,note,Waits at Harvard for last Red Line train
69362040,trip_type,wait
69362109,note,Does not run during school vacation
69362109,trip_type,supplemental
69362304,note,Waits at Green St @ Magazine St for last Red Line train
69362304,trip_type,wait
69362580,note,Waits at Harvard for last Red Line train
69362580,trip_type,wait
69362634,note,Waits at Harvard for last Red Line train
69362634,trip_type,wait
69363256,note,Waits at Lechmere for last Green Line train
69363256,trip_type,wait
69363342,note,Waits at Main St @ Kendall Station - Red Line for last Red Line train
69363342,trip_type,wait
69363572,note,Waits at Harvard for last Red Line train
69363572,trip_type,wait
69363753,note,Waits at Lechmere for last Green Line train
69363753,trip_type,wait
69363856,note,Waits at Lechmere for last Green Line train
69363856,trip_type,wait
69363892,note,Waits at Lechmere for last Green Line train
69363892,trip_type,wait
69364280,note,Waits at Western Ave @ Green St for last Red Line train
69364280,trip_type,wait
69364410,note,Waits at Harvard for last Red Line train
69364410,trip_type,wait
69364633,note,Waits at Green St @ Magazine St for last Red Line train
69364633,trip_type,wait
69364881,note,Waits at Harvard for last Red Line train
69364881,trip_type,wait
69364931,note,Waits at Harvard for last Red Line train
69364931,trip_type,wait
69365794,note,Waits at Harvard for last Red Line train
69365794,trip_type,wait
69365974,note,Waits at Harvard for last Red Line train
69365974,trip_type,wait
69366023,note,Waits at Green St @ Magazine St for last Red Line train
69366023,trip_type,wait
69366145,note,Waits at Lechmere for last Green Line train
69366145,trip_type,wait
69366184,note,Waits at Lechmere for last Green Line train
69366184,trip_type,wait
69366253,note,Waits at Lechmere for last Green Line train
69366253,trip_type,wait
69366339,note,Waits at Western Ave @ Green St for last Red Line train
69366339,trip_type,wait
69366640,note,Waits at Harvard for last Red Line train
69366640,trip_type,wait
69382861,note,Waits at Harvard for last Red Line train
69382861,trip_type,wait
69383035,note,Waits at Harvard for last Red Line train
69383035,trip_type,wait
69383092,note,Waits at Green St @ Magazine St for last Red Line train
69383092,trip_type,wait
69383205,note,Waits at Lechmere for last Green Line train
69383205,trip_type,wait
69383245,note,Waits at Lechmere for last Green Line train
69383245,trip_type,wait
69383315,note,Waits at Lechmere for last Green Line train
69383315,trip_type,wait
69383401,note,Waits at Western Ave @ Green St for last Red Line train
69383401,trip_type,wait
69383702,note,Waits at Harvard for last Red Line train
69383702,trip_type,wait
69384250,note,Waits at Harvard for last Red Line train
69384250,trip_type,wait
69384423,note,Waits at Green St @ Magazine St for last Red Line train
69384423,trip_type,wait
69384577,note,Waits at Harvard for last Red Line train
69384577,trip_type,wait
69384579,note,Waits at Harvard for last Red Line train
69384579,trip_type,wait
69384711,note,Waits at Lechmere for last Green Line train
69384711,trip_type,wait
69384805,note,Waits at Magazine St @ Green St for last Red Line train
69384805,trip_type,wait
69384837,note,Waits at Western Ave @ Green St for last Red Line train
69384837,trip_type,wait
69384997,note,Waits at Lechmere for last Green Line train
69384997,trip_type,wait
69385042,note,Waits at Lechmere for last Green Line train
69385042,trip_type,wait
69385255,note,Waits at Lechmere for last Green Line train
69385255,trip_type,wait
69385328,note,Waits at Harvard for last Red Line train
69385328,trip_type,wait
69565991,note,Waits at Ruggles for last Orange Line train
69565991,trip_type,wait
69566032,note,Waits at Tremont St opp Temple Pl for last Red Line and Green Line trains
69566032,trip_type,wait
69566172,note,Waits at W Broadway @ Broadway Station for last Red Line train
69566172,trip_type,wait
69566260,note,Waits at Massachusetts Ave opp Holyoke St for last Red Line train
69566260,trip_type,wait
69566266,note,Waits at Nubian for last Silver Line bus
69566266,trip_type,wait
69566368,note,Waits at W Broadway @ Broadway Station for last Red Line train
69566368,trip_type,wait
69566500,note,Waits at Ruggles for last Orange Line train
69566500,trip_type,wait
69566707,note,Waits at Nubian for last Silver Line bus
69566707,trip_type,wait
69566716,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
69566716,trip_type,wait
69566859,note,Waits at Kenmore for last Green Line train
69566859,trip_type,wait
69566913,note,Waits at Boylston St @ Dartmouth St for last Green Line train
69566913,trip_type,wait
69566994,note,Waits at Andrew for last Red Line train
69566994,trip_type,wait
69566995,note,Waits at Forest Hills for last Orange Line train
69566995,trip_type,wait
69567188,note,Waits at Ashmont for last Red Line train
69567188,trip_type,wait
69567258,note,Waits at Ruggles for last Orange Line train
69567258,trip_type,wait
69570962,note,Waits at Ruggles for last Orange Line train
69570962,trip_type,wait
69570990,note,Waits at Tremont St opp Temple Pl for last Red Line and Green Line trains
69570990,trip_type,wait
69571097,note,Waits at W Broadway @ Broadway Station for last Red Line train
69571097,trip_type,wait
69571290,note,Waits at W Broadway @ Broadway Station for last Red Line train
69571290,trip_type,wait
69571326,note,Waits at Ruggles for last Orange Line train
69571326,trip_type,wait
69571399,note,Waits at Green St @ Magazine St for last Red Line train
69571399,trip_type,wait
69571405,note,Waits at Ruggles for last Orange Line train
69571405,trip_type,wait
69571537,note,Waits at Boylston St @ Dartmouth St for last Green Line train
69571537,trip_type,wait
69571602,note,Waits at Kenmore for last Green Line train
69571602,trip_type,wait
69571789,note,Waits at Ashmont for last Red Line train
69571789,trip_type,wait
69571844,note,Waits at Ruggles for last Orange Line train
69571844,trip_type,wait
69571920,note,Waits at Andrew for last Red Line train
69571920,trip_type,wait
69571924,note,Waits at Forest Hills for last Orange Line train
69571924,trip_type,wait
69572031,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
69572031,trip_type,wait
69572056,note,Waits at Nubian for last Silver Line bus
69572056,trip_type,wait
69572267,note,Waits at Nubian for last Silver Line bus
69572267,trip_type,wait
69572370,note,Waits at Massachusetts Ave opp Holyoke St for last Red Line train
69572370,trip_type,wait
69607527,note,Waits at Ruggles for last Orange Line train
69607527,trip_type,wait
69607568,note,Waits at Tremont St opp Temple Pl for last Red Line and Green Line trains
69607568,trip_type,wait
69607708,note,Waits at W Broadway @ Broadway Station for last Red Line train
69607708,trip_type,wait
69607796,note,Waits at Massachusetts Ave opp Holyoke St for last Red Line train
69607796,trip_type,wait
69607802,note,Waits at Nubian for last Silver Line bus
69607802,trip_type,wait
69607904,note,Waits at W Broadway @ Broadway Station for last Red Line train
69607904,trip_type,wait
69608036,note,Waits at Ruggles for last Orange Line train
69608036,trip_type,wait
69608243,note,Waits at Nubian for last Silver Line bus
69608243,trip_type,wait
69608252,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
69608252,trip_type,wait
69608395,note,Waits at Kenmore for last Green Line train
69608395,trip_type,wait
69608449,note,Waits at Boylston St @ Dartmouth St for last Green Line train
69608449,trip_type,wait
69608530,note,Waits at Andrew for last Red Line train
69608530,trip_type,wait
69608531,note,Waits at Forest Hills for last Orange Line train
69608531,trip_type,wait
69608724,note,Waits at Ashmont for last Red Line train
69608724,trip_type,wait
69608794,note,Waits at Ruggles for last Orange Line train
69608794,trip_type,wait
69702643,note,Waits at W Broadway @ Broadway Station for last Red Line train
69702643,trip_type,wait
69702761,note,Waits at W Broadway @ Broadway Station for last Red Line train
69702761,trip_type,wait
69703160,note,Waits at Nubian for last Silver Line bus
69703160,trip_type,wait
69703162,note,Waits at Nubian for last Silver Line bus
69703162,trip_type,wait
69703412,note,Waits at Harvard Sq @ Garden St - Dawes Island for last Red Line train
69703412,trip_type,wait
69703507,note,Waits at Massachusetts Ave opp Holyoke St for last Red Line train
69703507,trip_type,wait
69703730,note,Waits at Tremont St opp Temple Pl for last Red Line and Green Line trains
69703730,trip_type,wait
69704057,note,Waits at Ruggles for last Orange Line train
69704057,trip_type,wait
69704060,note,Waits at Ruggles for last Orange Line train
69704060,trip_type,wait
69704062,note,Waits at Ruggles for last Orange Line train
69704062,trip_type,wait
69704625,note,Waits at Andrew for last Red Line train
69704625,trip_type,wait
69704627,note,Waits at Boylston St @ Dartmouth St for last Green Line train
69704627,trip_type,wait
69704630,note,Waits at Forest Hills for last Orange Line train
69704630,trip_type,wait
69705020,note,Waits at Green St @ Magazine St for last Red Line train
69705020,trip_type,wait
69705117,note,Waits at Ashmont for last Red Line train
69705117,trip_type,wait
69705123,note,Waits at Ruggles for last Orange Line train
69705123,trip_type,wait
69705344,note,Waits at Kenmore for last Green Line train
69705344,trip_type,wait
69728810,note,Waits at Wellington for last Orange Line train
69728810,trip_type,wait
69733069,note,Does not run during school vacation
69733069,trip_type,supplemental
69733237,note,Waits at W Broadway @ Broadway Station for last Red Line train
69733237,trip_type,wait
69733280,note,Does not run during school vacation
69733280,trip_type,supplemental
69733284,note,Does not run during school vacation
69733284,trip_type,supplemental
69733358,note,Waits at W Broadway @ Broadway Station for last Red Line train
69733358,trip_type,wait
69733379,note,Does not run during school vacation
69733379,trip_type,supplemental
69733384,note,Does not run during school vacation
